188,9,-9,63.92,3
251,38,-36,10.88,1
278,47,-39,23.86,2
287,52,-42,27.36,2
288,52,-35,90.10,4
289,52,-34,90.33,4
286,51,-27,16.90,1
285,51,-41,53.86,3
282,48,-33,14.45,1
281,48,-21,83.74,4
305,62,-32,26.14,2
407,63,-5,23.25,2
408,63,-3,16.44,1
379,63,-1,44.41,2
380,63,5,24.31,1
348,63,10,66.55,3
349,63,33,29.38,2
346,61,22,49.60,3
345,61,21,61.74,3
347,62,17,63.46,3
306,62,-20,90.62,4
404,61,-9,11.93,1
405,61,-7,14.07,1
406,61,-4,16.93,1
344,61,10,45.57,2
303,60,-18,25.09,1
293,57,-17,41.33,2
342,58,21,70.26,3
340,57,21,52.38,3
339,57,17,51.04,3
337,56,15,52.89,2
343,58,28,45.66,2
341,57,30,54.36,3
378,54,8,38.47,2
377,54,0,34.54,2
284,49,-14,66.21,3
376,53,8,22.83,2
332,53,11,67.26,3
338,56,27,67.83,3
336,55,32,61.69,3
335,55,30,67.95,3
333,53,22,47.58,2
279,47,-22,89.30,4
275,46,-32,25.05,2
276,46,-28,39.78,2
331,51,16,65.58,3
334,54,31,52.96,3
328,50,16,64.49,3
375,50,8,41.07,2
403,49,-8,12.78,1
272,44,-36,25.30,1
268,43,-37,22.66,2
265,43,-36,85.88,4
269,43,-35,14.16,1
271,44,-29,91.57,4
327,49,11,83.05,4
329,50,27,55.05,3
330,50,29,69.76,3
402,48,6,22.91,1
401,45,-7,13.45,1
267,43,-19,70.14,4
266,43,-30,20.45,1
261,42,-36,21.98,1
258,40,-35,30.39,2
260,42,-31,32.46,2
325,48,24,81.75,4
326,48,31,81.70,4
324,47,27,88.92,4
323,47,25,89.05,4
322,46,16,85.52,4
321,46,14,83.12,4
259,41,-21,54.29,3
255,39,-32,78.29,3
412,40,-20,11.33,1
374,44,4,28.69,1
318,45,16,88.25,4
319,45,17,88.48,4
320,45,33,85.80,4
317,44,24,83.76,4
316,44,23,74.74,3
315,44,13,77.31,3
400,43,3,20.13,1
256,39,-30,87.49,4
252,38,-30,70.06,3
249,37,-33,11.11,1
422,37,-17,37.85,2
398,38,-12,19.12,1
418,42,1,25.53,2
399,42,6,21.44,1
310,43,16,78.62,3
311,43,19,90.37,4
314,43,28,81.71,4
313,43,26,87.91,4
312,43,25,81.59,4
309,42,17,85.02,4
423,41,8,34.32,2
373,40,1,21.96,2
370,39,0,35.55,2
396,37,-8,18.69,1
