188,-5,-3,42.01257635186578,1
189,-5,20,35.08220589575628,3
198,-1,-13,39.45315995717111,1
199,-1,-10,15.01636709520932,2
200,-1,-2,99.49835427206128,2
201,0,-11,10.090186486571886,3
202,0,-7,28.15479642605405,3
203,0,-4,57.88697697900351,2
208,1,20,49.52699539355959,1
213,3,-13,95.93016492355885,3
214,3,-7,28.54278222930827,4
218,4,-4,62.854167592902414,3
219,4,21,63.6933869980947,1
234,8,-9,96.70019084342206,4
236,8,12,22.83449613752909,4
241,9,-2,78.6878969106939,2
247,11,-4,72.64629889632408,4
248,11,12,32.50028493163487,4
250,12,11,97.63847811906312,1
252,13,12,65.72094258937798,3
253,13,20,99.17343068535001,2
259,14,13,60.128475774261275,1
262,16,-12,3.7653880600542906,2
263,16,0,94.67450643185107,1
264,16,5,7.941571335598044,3
269,18,14,11.918078480389763,2
276,19,7,26.64846782033255,1
277,19,10,2.5828380468800662,1
281,20,9,0.9438125240886023,4
283,21,13,93.29554087720635,3
284,21,15,13.923353216684612,4
287,22,-15,14.463515049076252,4
288,22,2,8.572199912568665,2
296,24,-21,90.00468080164342,2
297,24,-11,14.78420564369939,4
