251,38,-36,13.261249633333334,1
278,47,-39,23.789354749999998,2
287,52,-42,30.08835871428571,2
288,52,-35,86.10375026315789,4
289,52,-34,86.10375026315789,4
286,51,-27,13.539516999999998,1
285,51,-41,63.806834249999994,3
282,48,-33,13.261249633333334,1
281,48,-21,86.10375026315789,4
305,62,-32,23.789354749999998,2
306,62,-20,86.10375026315789,4
303,60,-18,19.094828,1
293,57,-17,39.66098642105263,2
284,49,-14,62.990731399999994,3
279,47,-22,86.10375026315789,4
275,46,-32,21.89914,1
276,46,-28,37.918245571428564,2
272,44,-36,18.8985925,1
268,43,-37,23.789354749999998,1
265,43,-36,86.10375026315789,4
269,43,-35,13.261249633333334,1
271,44,-29,86.10375026315789,4
267,43,-19,86.10375026315789,4
266,43,-30,14.293815285714288,1
261,42,-36,21.89914,1
258,40,-35,39.22297819999999,1
260,42,-31,35.644543,2
259,41,-21,56.84520171428572,3
255,39,-32,78.99929326086955,4
412,40,-20,13.261249633333334,1
256,39,-30,86.10375026315789,4
252,38,-30,56.84520171428572,3
249,37,-33,13.261249633333334,1
422,37,-17,39.22297819999999,2
247,35,-24,39.66098642105263,2
248,37,-39,36.33294425,2
411,33,-34,14.069730749999998,1
424,32,-35,63.806834249999994,3
230,29,-37,18.8985925,1
224,25,-39,77.98477133333333,4
231,29,-21,15.7037342,1
229,28,-19,13.539516999999998,1
227,26,-22,39.66098642105263,2
206,18,-60,13.261249633333334,1
237,31,-59,53.657442833333334,2
233,30,-59,35.644543,2
101,14,-58,86.10375026315789,4
207,19,-58,14.069730749999998,1
234,30,-58,13.261249633333334,1
238,31,-58,86.10375026315789,4
241,33,-58,56.84520171428572,3
239,31,-57,39.66098642105263,2
205,17,-57,35.1130625,2
212,21,-56,13.261249633333334,1
235,30,-56,30.08835871428571,2
240,31,-56,86.10375026315789,4
242,33,-56,13.261249633333334,1
244,34,-55,32.353990333333336,2
236,30,-55,27.707005166666665,4
208,19,-55,37.918245571428564,3
232,29,-54,14.293815285714288,1
243,33,-54,59.00698866666667,3
245,34,-54,37.918245571428564,3
214,22,-53,13.991908,1
215,23,-52,53.657442833333334,2
253,39,-52,61.396066250000004,3
291,54,-52,63.806834249999994,3
257,40,-51,13.261249633333334,1
221,25,-51,39.66098642105263,2
102,16,-43,86.10375026315789,4
280,48,-42,33.29679314285714,3
283,49,-42,56.84520171428572,3
209,19,-38,47.275415,3
220,24,-37,39.66098642105263,2
211,21,-33,77.98477133333333,4
414,16,-30,13.261249633333334,1
201,16,-26,37.918245571428564,3
218,23,-26,21.89914,1
225,25,-33,13.4261445,1
292,56,-46,56.84520171428572,3
290,56,-47,52.197403666666666,3
304,62,-49,86.10375026315789,4
301,60,-48,78.99929326086955,4
299,59,-48,13.261249633333334,1
302,60,-40,30.08835871428571,2
300,59,-33,32.353990333333336,2
294,58,-32,62.990731399999994,4
295,58,-27,56.84520171428572,3
296,58,-26,39.66098642105263,2
297,58,-25,86.10375026315789,4
298,58,-23,19.094828,1
226,25,-30,86.10375026315789,4
425,14,-24,52.197403666666666,3
94,15,-19,86.10375026315789,4
219,23,-17,48.24004275,2
