43,3,0,31.461943646963032,2
53,6,-1,81.5742347989172,4
67,9,-4,77.30760529527187,3
71,11,-5,30.469622320578075,2
74,12,-7,34.37650277928814,2
3,-5,-1,37.279367587040916,2
13,-3,-6,18.242423800494336,1
2,-5,-5,54.96182912355291,3
1,-5,-6,39.82530092301725,2
0,-5,-7,39.49165881573521,2
8,-4,-7,68.05391254620207,3
30,0,-24,90.21757070527185,4
34,1,-24,77.62562920948277,4
35,1,-23,60.623762998896474,3
26,-1,-26,40.67181492756746,2
18,-2,-27,81.74986272472536,4
7,-4,-28,31.17821484281328,2
25,-1,-32,26.829510180897966,2
33,1,-36,31.144685866747228,2
29,0,-38,54.726044484671164,3
32,1,-40,11.1130723326558,1
28,0,-43,58.10684690543015,3
45,4,-41,30.86276137022698,2
49,5,-39,28.162025868606058,2
59,8,-43,22.66265739119225,2
57,7,-44,31.772731191109504,2
68,10,-44,18.623899278476312,1
73,12,-40,38.827949118074365,2
104,21,-41,22.328896620034257,1
116,23,-38,22.273534058062285,1
6,-4,-46,56.645790239658,3
5,-4,-48,25.534641461398184,2
17,-2,-49,90.10442432024402,4
16,-2,-51,36.96967217263022,2
40,2,-46,38.50507201026143,2
84,15,-48,39.12054518569582,2
87,16,-46,62.175354496782994,3
94,18,-47,27.360673532911576,2
103,21,-51,14.066241064865533,1
126,24,-49,19.35977461926269,1
86,16,-52,78.28947145738312,3
50,5,-22,81.61825818416003,4
46,4,-17,81.70690266718024,4
64,9,-19,71.0903614954859,3
65,9,-18,23.863259558642323,2
66,9,-17,40.07650585396453,2
77,13,-16,51.758558950763835,3
80,14,-22,60.73838332102609,3
79,14,-23,30.07939846807431,2
95,18,-24,80.34338512794135,4
112,22,-22,66.42302460114239,3
117,23,-21,73.612257162891,3
132,25,-20,32.172000739787926,2
139,27,-17,87.91350690886456,4
144,28,-16,29.14862827258043,2
157,32,-16,14.453294544364116,1
177,37,-17,60.623762998896474,3
185,39,-19,91.57115957378743,4
184,39,-20,30.83150703322732,2
189,40,-18,35.011043258129575,2
105,21,-18,13.056404709080294,1
19,-2,-21,34.14037162334835,3
36,1,-19,85.02488738931267,4
37,1,-17,26.2034149034008,2
41,2,-13,33.492352097428686,2
38,1,-13,90.10442432024402,4
39,1,-10,12.014117925224152,1
42,2,-11,81.70497435839121,4
51,5,-10,40.67181492756746,2
52,6,-12,25.259525708380224,2
81,14,-13,45.659652645162595,2
100,19,-13,18.693478563810356,1
113,22,-11,36.46209413022407,2
101,20,-7,38.68686226767611,2
133,25,-8,82.60787717113105,4
118,23,-6,22.328896620034257,1
120,23,-1,30.10914562634278,2
119,23,-2,44.02739447429953,2
106,21,-4,83.76205080037522,4
102,20,-3,33.07298434747976,2
96,18,-3,22.90805662704568,1
88,16,-4,24.555544914327438,2
85,15,-7,78.62278018684616,3
202,43,-10,39.44802488721999,2
134,26,-49,59.67925268038189,3
175,37,-49,11.180101532016185,1
135,26,-43,88.0752636512339,4
143,28,-37,45.83323484844319,2
176,37,-41,23.863259558642323,2
172,36,-42,39.12054518569582,2
161,33,-40,39.775424953640105,2
169,35,-38,41.32538528251882,2
173,36,-38,66.32194347617404,3
195,41,-31,30.126586481158164,2
165,34,-28,22.50233199719351,2
156,32,-27,56.56156488713011,3
111,22,-26,36.83681310879114,2
90,17,-30,25.651253964536036,2
99,19,-33,38.56462328336304,2
63,9,-32,52.960616228293546,3
166,34,-8,26.983393619406925,2
162,33,-14,16.973559939606925,1
170,35,-13,60.73838332102609,3
186,39,-8,11.647922475358182,1
190,40,-5,47.5510852234589,2
200,42,-3,16.04989588265114,1
196,41,-2,38.76308568342269,2
174,36,-1,35.46647283988996,2
178,37,-3,28.497099694312958,1
171,35,-3,21.964304742361218,2
163,33,-2,35.011043258129575,2
82,14,-2,52.89347266063425,2
