188,9,-9,63.92058282521839,3
381,17,6,16.002159116582522,1
382,17,24,11.371192396886602,1
203,16,20,70.17464131167402,3
202,16,12,25.651253964536036,2
199,15,24,26.2034149034008,2
204,16,29,90.32734351621498,4
200,15,28,15.211417108068403,1
198,14,16,22.328896620034257,1
428,14,7,36.61579182748466,2
195,12,0,28.162025868606058,2
419,11,-5,30.07939846807431,2
197,13,12,60.623762998896474,3
196,12,16,18.22061539458998,1
190,9,2,78.97449320465346,3
189,9,-8,56.56156488713011,3
194,10,14,13.880065103253816,1
179,6,-4,39.12054518569582,2
191,9,16,27.13301527860406,1
192,9,24,18.035899575455907,1
187,8,30,17.514345514762418,1
180,6,8,60.73838332102609,3
174,5,-1,49.838315736276435,3
173,4,-1,86.42556219122086,4
182,7,20,21.851634376642323,1
183,7,30,57.40564364670271,3
184,7,33,32.172000739787926,2
181,6,15,14.780641518679683,1
175,5,12,77.23934032485822,3
176,5,17,34.37650277928814,2
169,1,8,81.70497435839121,4
172,3,21,67.8705744156357,3
171,2,28,21.13303847769113,1
413,-1,1,22.735341582798018,1
186,8,-9,22.026190061331132,1
193,10,-13,31.51491402650818,2
93,9,-15,81.5742347989172,4
185,8,-11,16.973559939606925,1
177,6,-13,89.43562583951743,4
178,6,-9,79.6519954451076,4
420,3,-14,32.03259916514739,2
415,1,-14,29.586692870974993,2
168,0,-11,39.82530092301725,2
151,-11,3,72.53201225275939,3
120,-26,16,39.44802488721999,2
109,-29,19,14.420386224285874,1
105,-30,14,66.32194347617404,3
104,-30,13,43.86894226507253,2
103,-30,2,27.55719824655362,2
113,-28,7,80.89340753270115,4
112,-28,6,69.45355597945985,3
111,-28,2,30.126586481158164,2
110,-28,-13,81.61825818416003,4
119,-26,6,13.416668707055333,1
118,-26,-2,41.45482623481947,2
117,-26,-7,18.872631921819735,1
116,-26,-9,14.819530379430947,1
121,-25,-10,46.38823547201781,2
126,-24,-2,39.203509704670054,2
125,-24,-4,44.02739447429953,2
124,-24,-5,22.71531590155962,1
129,-21,10,90.01311829402034,4
133,-20,9,42.00881217453828,2
132,-20,-13,22.50233199719351,2
83,-13,-16,77.64075272098547,3
147,-12,-1,78.36607354763848,4
146,-12,-5,31.17821484281328,2
154,-10,-3,48.72999089946166,2
153,-10,-9,45.932721378436646,2
156,-8,-9,18.34459645158201,1
158,-7,-6,31.483312583406498,2
86,-6,-16,90.21757070527185,4
164,-3,-3,43.76094893652534,2
108,-30,27,21.076117929720812,1
107,-30,25,18.26322010064347,1
106,-30,24,11.647922475358182,1
114,-27,19,28.5438640287051,2
115,-27,23,31.772731191109504,2
122,-25,23,75.44674152871694,4
123,-25,31,84.04582087211736,4
127,-24,28,17.729489184113273,1
128,-22,28,84.43524446130226,4
130,-21,23,38.68686226767611,2
131,-21,28,38.76308568342269,2
136,-18,20,47.835458260958745,2
135,-18,16,74.35880147728585,4
137,-16,22,24.555544914327438,2
138,-15,10,30.10914562634278,2
139,-15,11,77.62562920948277,4
140,-15,20,37.51672975869815,2
141,-14,19,12.43632537791959,1
143,-13,16,11.599131032224758,1
144,-13,24,45.83323484844319,2
149,-12,18,73.612257162891,3
155,-9,17,76.59547204763089,4
160,-6,15,85.77867135566298,4
142,-14,27,71.0903614954859,3
134,-19,33,13.249667793745434,1
145,-13,28,77.96688425965196,4
150,-12,27,87.4891474661712,4
148,-12,32,56.645790239658,3
152,-11,31,40.820668095217854,2
157,-8,33,13.35678679556207,1
159,-7,26,91.45678704903116,4
161,-6,24,52.89955817572824,3
162,-5,29,80.34338512794135,4
163,-5,23,14.35041950892558,1
165,-2,23,18.623899278476312,1
166,-2,24,42.66468391939728,2
167,-1,25,40.67181492756746,2
170,1,26,80.25234195124182,4
